,1110101,1110105,1110108,1110123,1110138,1110314,1110317,1110327,1110335,1110338,1110342,1110416,1110420,1110434,1110502,1110506,1110802,1110821,1110905,1110906,1111105,1111214,1111305,1111503,1111553
1110101,0.0,0.12886945469837993,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1110105,0.12886945469837993,0.0,0.08712689578998939,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1110108,inf,0.08712689578998939,0.0,0.17116016356854294,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1110123,inf,inf,0.17116016356854294,0.0,0.6208969588387203,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1110138,inf,inf,inf,0.6208969588387203,0.0,1.6324167893586865,inf,inf,inf,inf,inf,inf,0.776386047210864,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1110314,inf,inf,inf,inf,1.6324167893586865,0.0,0.0842665036977949,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.3058777263947944,inf,inf,inf
1110317,inf,inf,inf,inf,inf,0.0842665036977949,0.0,0.38860206230600336,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.38919908855559915,inf,inf,inf,inf,inf
1110327,inf,inf,inf,inf,inf,inf,0.38860206230600336,0.0,0.3968329544327524,inf,inf,inf,inf,inf,inf,0.3515282337229879,inf,inf,inf,inf,inf,inf,inf,inf,inf
1110335,inf,inf,inf,inf,inf,inf,inf,0.3968329544327524,0.0,0.23157316452598092,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1110338,inf,inf,inf,inf,inf,inf,inf,inf,0.23157316452598092,0.0,0.3339049235529041,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.14347090747417282,inf,inf
1110342,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.3339049235529041,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.03646866251118837,inf
1110416,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.06533429448131285,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1110420,inf,inf,inf,inf,0.776386047210864,inf,inf,inf,inf,inf,inf,0.06533429448131285,0.0,0.6449717737900335,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
1110434,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.6449717737900335,0.0,0.10159708996324489,inf,inf,inf,inf,inf,0.3346339343062593,inf,inf,inf,inf
1110502,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.10159708996324489,0.0,0.26383211561097875,inf,inf,inf,0.1710835651979704,inf,inf,inf,inf,inf
1110506,inf,inf,inf,inf,inf,inf,inf,0.3515282337229879,inf,inf,inf,inf,inf,inf,0.26383211561097875,0.0,2.8348811635045044,inf,inf,0.15021431448433914,inf,inf,inf,inf,inf
1110802,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.8348811635045044,0.0,1.3324016187288827,inf,inf,inf,inf,inf,3.9259530841921833,inf
1110821,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.3324016187288827,0.0,inf,inf,inf,inf,inf,inf,inf
1110905,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.02120243526107401,inf,inf,inf,inf,inf
1110906,inf,inf,inf,inf,inf,inf,0.38919908855559915,inf,inf,inf,inf,inf,inf,inf,0.1710835651979704,0.15021431448433914,inf,inf,0.02120243526107401,0.0,inf,inf,inf,inf,inf
1111105,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.3346339343062593,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf
1111214,inf,inf,inf,inf,inf,0.3058777263947944,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf
1111305,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.14347090747417282,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf
1111503,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.03646866251118837,inf,inf,inf,inf,inf,3.9259530841921833,inf,inf,inf,inf,inf,inf,0.0,2.283603223440215
1111553,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.283603223440215,0.0
